Five-Year Ofsted Inspection Data: Initial teacher education,,,,,,,,,,,,,,,
This worksheet contains one table. Each row in the table shows information about an initial teacher education provider at a given time. Blank cells indicate that the provider had not been inspected at the time of reporting.,,,,,,,,,,,,,,,
URN,Name,Five-Year Ofsted Inspection Data publish date,Publication type,Remit,As at date,Published date,Government office region,Local authority area,Constituency,Postcode,Provider type,Phase,Overall effectiveness,The quality of education and training,Leadership and management
70081,University of Warwick,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,FE,2,2,1
70081,University of Warwick,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,Primary,1,1,1
70081,University of Warwick,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Coventry,Not available,CV4 8EE,HEI,Secondary,1,1,1
70083,West Midlands Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Telford and Wrekin,Not available,TF3 4NW,SCITT,Primary,2,2,2
70083,West Midlands Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Telford and Wrekin,Not available,TF3 4NW,SCITT,Secondary,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,FE,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Primary,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Secondary,2,2,2
70084,University of Wolverhampton,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Walsall,Not available,WS1 3BD,HEI,Early years,,,
70085,University of Worcester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,FE,2,2,2
70085,University of Worcester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,Primary,2,2,2
70085,University of Worcester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Worcestershire,Not available,WR2 6AJ,HEI,Secondary,2,2,2
70086,Mid Essex Initial Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CM7 1WY,SCITT,Secondary,1,1,1
70087,University of York,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,York,Not available,YO10 5DD,HEI,Secondary,2,2,2
70089,Primary Catholic Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Southampton,Not available,SO16 9LP,SCITT,Primary,1,1,1
70090,Jewish Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Barnet,Not available,NW4 2SJ,SCITT,Primary,1,1,1
70090,Jewish Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Barnet,Not available,NW4 2SJ,SCITT,Secondary,1,1,1
70091,The Shire Foundation,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Luton,Not available,LU1 5EZ,SCITT,Primary,2,2,2
70092,Essex Primary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CM2 9DG,SCITT,Early years,2,2,2
70092,Essex Primary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CM2 9DG,SCITT,Primary,1,1,1
70094,Billericay Educational Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,SS12 0LZ,SCITT,Primary,1,1,1
70094,Billericay Educational Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,SS12 0LZ,SCITT,Secondary,,,
70106,University of Teesside,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Northumberland,Not available,NE61 2BW,ITE in FE,FE,2,2,2
70118,York St John University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,York,Not available,YO31 7EX,HEI,Primary,2,2,1
70118,York St John University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,York,Not available,YO31 7EX,HEI,Secondary,2,2,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1H 0AL,HEI,FE,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1H 0AL,HEI,Primary,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1H 0AL,HEI,Secondary,1,1,1
70119,University College London (UCL),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1H 0AL,HEI,Early years,,,
70120,St Mary's University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Richmond upon Thames,Not available,TW1 4SX,HEI,Primary,1,1,1
70120,St Mary's University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Richmond upon Thames,Not available,TW1 4SX,HEI,Secondary,1,1,1
70121,University of Winchester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO22 4NR,HEI,Primary,1,1,1
70121,University of Winchester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Hampshire,Not available,SO22 4NR,HEI,Secondary,1,1,1
70122,"Goldsmiths, University of London",03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Lewisham,Not available,SE14 6NW,HEI,Primary,2,2,2
70122,"Goldsmiths, University of London",03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Lewisham,Not available,SE14 6NW,HEI,Secondary,2,2,2
70123,University of Sheffield,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Sheffield,Not available,S10 2GW,HEI,Secondary,2,2,2
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,FE,2,2,1
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Primary,2,2,1
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Secondary,2,2,1
70124,Nottingham Trent University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottingham,Not available,NG11 8NS,HEI,Early years,,,
70125,Northumbria University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE7 7XA,HEI,Primary,2,2,2
70125,Northumbria University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE7 7XA,HEI,Secondary,2,2,2
70126,Newcastle University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE1 7RU,HEI,Primary,2,2,1
70126,Newcastle University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Newcastle upon Tyne,Not available,NE1 7RU,HEI,Secondary,2,2,2
70127,Leeds Trinity University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Primary,2,2,2
70127,Leeds Trinity University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,HEI,Secondary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,LA1 3JD,HEI,Primary,2,2,2
70128,University of Cumbria,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,LA1 3JD,HEI,Secondary,2,2,2
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,L39 4QP,HEI,FE,1,1,1
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,L39 4QP,HEI,Primary,2,2,2
70129,Edge Hill University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,L39 4QP,HEI,Secondary,2,2,2
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Liverpool,Not available,L16 9JD,HEI,Primary,2,2,2
70130,Liverpool Hope University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Liverpool,Not available,L16 9JD,HEI,Secondary,2,2,2
70131,University of St Mark and St John,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Primary,2,2,1
70131,University of St Mark and St John,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Secondary,2,2,1
70131,University of St Mark and St John,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Plymouth,Not available,PL6 8BH,HEI,Early years,,,
70132,University of Chester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Early years,2,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,FE,2,2,2
70132,University of Chester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Primary,1,1,1
70132,University of Chester,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Cheshire West and Chester,Not available,CH1 4BJ,HEI,Secondary,1,1,1
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Primary,1,1,1
70133,University of Cambridge,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,CB2 8PQ,HEI,Secondary,1,1,1
70134,Bradford College,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Primary,2,2,2
70134,Bradford College,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Bradford,Not available,BD7 1AY,SCITT,Secondary,2,2,2
70135,Newman University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B32 3NT,HEI,Primary,2,2,2
70135,Newman University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B32 3NT,HEI,Secondary,2,2,2
70141,Devon Primary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Devon,Not available,EX2 6HA,SCITT,Primary,1,1,1
70143,SAF Initial Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9QJ,SCITT,Primary,2,2,2
70143,SAF Initial Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9QJ,SCITT,Secondary,2,2,2
70144,North East Partnership SCITT (Physical Education),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,North Tyneside,Not available,NE29 9PU,SCITT,Secondary,1,1,1
70144,North East Partnership SCITT (Physical Education),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,North Tyneside,Not available,NE29 9PU,SCITT,Primary,,,
70147,Suffolk and Norfolk Secondary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Suffolk,Not available,IP4 1QJ,SCITT,Secondary,2,2,2
70150,High Force Education SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Durham,Not available,DL12 8LG,SCITT,Primary,1,1,1
70152,University of Central Lancashire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Lancashire,Not available,PR1 2HE,ITE in FE,FE,2,2,2
70154,SCITT in East London Schools (SCITTELS),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Newham,Not available,E15 1JY,SCITT,Primary,1,1,1
70156,Colchester Teacher Training Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CO3 3US,SCITT,Primary,1,1,1
70156,Colchester Teacher Training Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CO3 3US,SCITT,Secondary,1,1,1
70157,Royal Academy of Dance,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Wandsworth,Not available,SW11 3RA,SCITT,Secondary,1,1,1
70159,University College Birmingham,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B3 1JB,HEI,Primary,2,2,2
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9EA,HEI,Early years,2,2,2
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9EA,HEI,FE,2,2,2
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9EA,HEI,Primary,2,2,2
70160,University of Bedfordshire,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Bedford,Not available,MK41 9EA,HEI,Secondary,2,2,1
70161,Gateshead Primary SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Gateshead,Not available,NE11 0AT,SCITT,Primary,1,1,1
70162,North Tyneside SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,North Tyneside,Not available,NE28 0HG,SCITT,Primary,1,1,1
70163,Leicester & Leicestershire SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Leicester,Not available,LE3 0TJ,SCITT,Primary,1,1,1
70164,The Learning Institute South West,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Cornwall,Not available,PL26 8LG,SCITT,Secondary,2,2,2
70164,The Learning Institute South West,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Cornwall,Not available,PL26 8LG,SCITT,Primary,,,
70165,Leeds SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Leeds,Not available,LS18 5HD,SCITT,Secondary,2,2,2
70167,Buckinghamshire New University,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,HP11 2JZ,ITE in FE,FE,2,2,2
70169,Durham SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Durham,Not available,DL5 6AH,SCITT,Secondary,1,1,1
70169,Durham SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Durham,Not available,DL5 6AH,SCITT,Primary,,,
70171,Bournemouth Poole & Dorset Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,"Bournemouth, Christchurch & Poole",Not available,BH23 1JF,SCITT,Secondary,2,2,2
70172,University of Buckingham,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,MK18 1EG,HEI,Primary,2,2,2
70172,University of Buckingham,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,MK18 1EG,HEI,Secondary,2,2,2
70178,2Schools Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Enfield,Not available,N13 6BY,SCITT,Primary,1,1,1
70180,Services for Education SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B7 4AX,SCITT,Primary,2,2,2
70182,Alban Federation,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Hertfordshire,Not available,AL4 9NX,SCITT,Primary,,,
70182,Alban Federation,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Hertfordshire,Not available,AL4 9NX,SCITT,Secondary,,,
70184,Campfire Education Trust,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Buckinghamshire,Not available,MK18 7HX,SCITT,Primary,1,1,1
70186,Carmel Teacher Training Partnership (CTTP),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Darlington,Not available,DL3 8RP,SCITT,Primary,1,1,1
70186,Carmel Teacher Training Partnership (CTTP),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Darlington,Not available,DL3 8RP,SCITT,Secondary,1,1,1
70189,Wessex Schools Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,"Bournemouth, Christchurch & Poole",Not available,BH15 2BW,SCITT,Secondary,2,2,2
70190,Doncaster ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Doncaster,Not available,DN1 3BU,SCITT,Primary,2,2,2
70190,Doncaster ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Doncaster,Not available,DN1 3BU,SCITT,Secondary,2,2,2
70192,The Deepings SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,PE6 8NF,SCITT,Primary,,,
70192,The Deepings SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,PE6 8NF,SCITT,Secondary,,,
70193,East Sussex Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,East Sussex,Not available,TN38 9TE,SCITT,Primary,2,2,2
70195,Educate Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,NG31 6LJ,SCITT,Primary,2,2,2
70195,Educate Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Lincolnshire,Not available,NG31 6LJ,SCITT,Secondary,2,2,2
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Kent,Not available,TN1 1SJ,SCITT,Early years,,,
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Kent,Not available,TN1 1SJ,SCITT,Primary,,,
70197,e-Qualitas,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Kent,Not available,TN1 1SJ,SCITT,Secondary,,,
70199,George Abbot SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,GU1 1XX,SCITT,Primary,1,1,1
70199,George Abbot SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,GU1 1XX,SCITT,Secondary,1,1,1
70201,George Spencer Academy SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG9 7EW,SCITT,Primary,,,
70201,George Spencer Academy SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East Midlands,Nottinghamshire,Not available,NG9 7EW,SCITT,Secondary,,,
70202,The Havering Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Havering,Not available,RM14 1SF,SCITT,Secondary,,,
70209,King Edward's Consortium,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B14 7QJ,SCITT,Secondary,,,
70213,Kingsbridge EIP SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Wigan,Not available,WN1 3HD,SCITT,Primary,1,1,1
70213,Kingsbridge EIP SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Wigan,Not available,WN1 3HD,SCITT,Secondary,1,1,1
70215,Shotton Hall SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Durham,Not available,SR8 1AU,SCITT,Primary,1,1,1
70215,Shotton Hall SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Durham,Not available,SR8 1AU,SCITT,Secondary,1,1,1
70221,Two Mile Ash ITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Milton Keynes,Not available,MK8 1AG,SCITT,Primary,,,
70225,Kirklees and Calderdale SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Kirklees,Not available,WF16 0AX,SCITT,Primary,2,2,2
70225,Kirklees and Calderdale SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Kirklees,Not available,WF16 0AX,SCITT,Secondary,2,2,2
70227,Pioneers Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Rochdale,Not available,M24 2GT,SCITT,Primary,2,2,2
70227,Pioneers Partnership SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Rochdale,Not available,M24 2GT,SCITT,Secondary,2,2,2
70228,"The Merseyside, Cheshire & Greater Manchester Teacher Training Consortium",03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Halton,Not available,WA7 4QX,EBITT,Primary,2,2,2
70231,Mid Somerset Consortium for Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South West,Somerset,Not available,BA16 0AD,SCITT,Secondary,,,
70232,The Cambridge Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,PE28 5TQ,SCITT,Primary,2,2,2
70232,The Cambridge Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,PE28 5TQ,SCITT,Secondary,2,2,2
70233,South Birmingham SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B27 7QG,SCITT,Primary,,,
70233,South Birmingham SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B27 7QG,SCITT,Secondary,,,
70234,North Lincolnshire SCITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,North Lincolnshire,Not available,DN17 2JL,SCITT,Primary,2,2,1
70234,North Lincolnshire SCITT Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,North Lincolnshire,Not available,DN17 2JL,SCITT,Secondary,2,2,1
70239,Thamesmead SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,TW17 9EE,SCITT,Secondary,2,2,2
70239,Thamesmead SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,TW17 9EE,SCITT,Primary,,,
70241,Surrey South Farnham SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Surrey,Not available,GU9 8DY,SCITT,Primary,1,1,1
70243,St. Joseph's College Stoke Secondary Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Stoke-on-Trent,Not available,ST4 5NT,SCITT,Secondary,2,2,2
70244,Redcar and Cleveland Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Redcar and Cleveland,Not available,TS6 9AE,SCITT,Primary,1,1,1
70244,Redcar and Cleveland Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Redcar and Cleveland,Not available,TS6 9AE,SCITT,Secondary,1,1,1
70245,Stockton-on-Tees Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Stockton-on-Tees,Not available,TS19 0QD,SCITT,Primary,,,
70245,Stockton-on-Tees Teacher Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North East,Stockton-on-Tees,Not available,TS19 0QD,SCITT,Secondary,,,
70246,Royal Borough of Windsor & Maidenhead SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Windsor and Maidenhead,Not available,SL6 1RF,SCITT,Primary,,,
70246,Royal Borough of Windsor & Maidenhead SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,South East,Windsor and Maidenhead,Not available,SL6 1RF,SCITT,Secondary,,,
70247,Southfields Academy Teaching School SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Wandsworth,Not available,SW18 5JU,SCITT,Secondary,2,2,2
70249,The Cambridge Teaching Schools Network Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,CB23 7DU,SCITT,Secondary,2,2,2
70249,The Cambridge Teaching Schools Network Training Partnership,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Cambridgeshire,Not available,CB23 7DU,SCITT,Primary,,,
70257,University of Essex,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CO4 3SQ,ITE in FE,FE,2,2,2
70258,University of Suffolk,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Suffolk,Not available,IP4 1QJ,ITE in FE,FE,2,2,2
70265,Essex Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CM18 6TE,SCITT,Primary,,,
70265,Essex Teacher Training,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Essex,Not available,CM18 6TE,SCITT,Secondary,,,
70270,Teach First London Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Greenwich,Not available,SE10 0ER,TeachFirst,Primary,1,1,1
70270,Teach First London Local Area Office,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Greenwich,Not available,SE10 0ER,TeachFirst,Secondary,1,1,1
70273,Arthur Terry National Teaching School Alliance (ATNTSA),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B74 4RZ,SCITT,Secondary,2,2,1
70273,Arthur Terry National Teaching School Alliance (ATNTSA),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Birmingham,Not available,B74 4RZ,SCITT,Primary,,,
70274,Tudor Grange SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Solihull,Not available,B91 3PD,SCITT,Secondary,2,2,2
70274,Tudor Grange SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,West Midlands,Solihull,Not available,B91 3PD,SCITT,Primary,,,
70275,Tes Institute,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1R 4HQ,SCITT,Primary,2,2,2
70275,Tes Institute,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Camden,Not available,WC1R 4HQ,SCITT,Secondary,2,2,2
70276,The Kemnal Academies Trust (TKAT SCITT),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Bromley,Not available,DA14 5AA,SCITT,Secondary,2,2,2
70276,The Kemnal Academies Trust (TKAT SCITT),03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Bromley,Not available,DA14 5AA,SCITT,Primary,,,
70277,Harris ITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,SW1H 9LH,SCITT,Primary,1,1,1
70277,Harris ITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,London,Westminster,Not available,SW1H 9LH,SCITT,Secondary,1,1,1
70278,Southend SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,East of England,Southend on Sea,Not available,SS2 4UZ,SCITT,Secondary,2,2,2
70279,Three Counties Alliance SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,Yorkshire and The Humber,Wakefield,Not available,WF9 2UJ,SCITT,Secondary,2,2,2
70280,Buile Hill Visual Arts College SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Salford,Not available,M6 8RD,SCITT,Secondary,1,1,1
70280,Buile Hill Visual Arts College SCITT,03/12/2024,OS,Initial teacher education,30/06/2020,Not available,North West,Salford,Not available,M6 8RD,SCITT,Primary,,,
